Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,standardised_smiles,Identifier
Cycloheptyl-5-spirobarbituric acid,-1.844,1.0,210.233,2.0,2.0,0.0,75.27,-3.168,O=C1N=C(O)C2(CCCCCC2)C(O)=N1,[874]
Cyclooctyl-5-spirobarbituric acid,-2.2840000000000003,1.0,224.26,2.0,2.0,0.0,75.27,-2.982,O=C1N=C(O)C2(CCCCCCC2)C(O)=N1,[1093]
Thalidomide,-1.944,1.0,258.233,1.0,3.0,1.0,83.55000000000001,-2.676,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,[981]
phthalimide,-1.882,1.0,147.13299999999998,1.0,2.0,0.0,46.17,-2.61,O=C1N=C(O)c2ccccc21,[724]
Oxazepam,-3.517,1.0,286.718,2.0,3.0,1.0,61.690000000000005,-3.952,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,[424]
Lorazepam,-3.75,1.0,321.163,2.0,3.0,1.0,61.690000000000005,-3.604,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)NC1=O,[885]
phenolphthalein,-4.59,1.0,318.32800000000003,2.0,4.0,2.0,66.76,-2.9,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,[644]
Anthraquinone,-3.34,1.0,208.216,0.0,3.0,0.0,34.14,-5.19,O=C1c2ccccc2C(=O)c2ccccc21,[1111]
RTI 20,-3.663,1.0,255.292,0.0,3.0,2.0,20.31,-4.799,O=C1c2ccccc2Cc2ccccc2N1CCF,[1034]
p-Hydroxybenzaldehyde ,-2.003,1.0,122.12299999999998,1.0,1.0,1.0,37.3,-0.96,O=Cc1ccc(O)cc1,[580]
piperonal,-2.033,1.0,150.13299999999998,0.0,2.0,1.0,35.53,-1.63,O=Cc1ccc2c(c1)OCO2,[525]
Benzaldehyde,-1.999,1.0,106.12399999999997,0.0,1.0,1.0,17.07,-1.19,O=Cc1ccccc1,[527]
Furfural,-1.391,1.0,96.08499999999998,0.0,1.0,1.0,30.21,-0.1,O=Cc1ccco1,[523]
Chloropicrin,-1.866,1.0,164.375,0.0,0.0,0.0,43.14,-2.0,O=[N+]([O-])C(Cl)(Cl)Cl,[910]
nitroglycerin,-2.029,1.0,227.085,0.0,0.0,8.0,157.11,-2.22,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],[618]
Quintozene,-5.098,1.0,295.336,0.0,1.0,1.0,43.14,-5.82,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[654]
"1,3,5-Trinitrobenzene",-2.324,1.0,213.105,0.0,1.0,3.0,129.42000000000002,-2.89,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,[492]
Chloramphenicol,-2.613,1.0,323.13200000000006,3.0,1.0,6.0,112.70000000000002,-2.111,O=[N+]([O-])c1ccc(C(O)C(CO)N=C(O)C(Cl)Cl)cc1,[1028]
nifuroxime,-1.843,1.0,156.09699999999998,1.0,1.0,2.0,88.87,-2.19,O=[N+]([O-])c1ccc(C=NO)o1,[481]
nitrofurantoin,-1.243,1.0,238.159,1.0,2.0,3.0,118.04999999999998,-3.38,O=[N+]([O-])c1ccc(C=Nn2cc(O)nc2O)o1,[70]
"3,4-Dichloronitrobenzene",-3.448,1.0,192.001,0.0,1.0,1.0,43.14,-3.2,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,[308]
p-Chloronitrobenzene,-2.901,1.0,157.55599999999998,0.0,1.0,1.0,43.14,-2.92,O=[N+]([O-])c1ccc(Cl)cc1,[366]
Niclosamide,-5.032,1.0,327.1230000000001,2.0,2.0,3.0,92.47,-4.7,O=[N+]([O-])c1ccc(N=C(O)c2cc(Cl)ccc2O)c(Cl)c1,[111]
p-Nitrophenol,-2.318,1.0,139.11,1.0,1.0,1.0,63.37,-0.74,O=[N+]([O-])c1ccc(O)cc1,[413]
Nitrofen,-5.361000000000001,1.0,284.098,0.0,2.0,3.0,52.37,-5.46,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,[71]
"1,4-Dinitrobenzene",-2.281,1.0,168.10799999999995,0.0,1.0,2.0,86.28,-3.39,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,[345]
m-Chloronitrobenzene ,-2.901,1.0,157.55599999999998,0.0,1.0,1.0,43.14,-2.77,O=[N+]([O-])c1cccc(Cl)c1,[545]
"2,3-Dichloronitrobenzene",-3.322,1.0,192.00100000000003,0.0,1.0,1.0,43.14,-3.48,O=[N+]([O-])c1cccc(Cl)c1Cl,[90]
m-Nitrophenol,-2.318,1.0,139.11,1.0,1.0,1.0,63.37,-1.01,O=[N+]([O-])c1cccc(O)c1,[123]
"1,3-Dinitrobenzene",-2.281,1.0,168.10799999999995,0.0,1.0,2.0,86.28,-2.29,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,[699]
1-Nitronapthalene,-3.414,1.0,173.171,0.0,2.0,1.0,43.14,-3.54,O=[N+]([O-])c1cccc2ccccc12,[936]
Nitrobenzene,-2.2880000000000003,1.0,123.11099999999996,0.0,1.0,1.0,43.14,-1.8,O=[N+]([O-])c1ccccc1,[371]
o-Chloronitrobenzene,-2.775,1.0,157.55599999999998,0.0,1.0,1.0,43.14,-2.55,O=[N+]([O-])c1ccccc1Cl,[368]
o-Nitrophenol,-2.318,1.0,139.11,1.0,1.0,1.0,63.37,-1.74,O=[N+]([O-])c1ccccc1O,[106]
"1,2-Dinitrobenzene",-2.281,1.0,168.10799999999995,0.0,1.0,2.0,86.28,-3.1,O=[N+]([O-])c1ccccc1[N+](=O)[O-],[973]
Niridazole,-1.948,1.0,214.206,1.0,2.0,2.0,88.37,-3.22,O=[N+]([O-])c1cnc(N2CCN=C2O)s1,[1014]
Benznidazole,-2.321,1.0,260.253,1.0,2.0,5.0,90.06,-2.81,O=[N+]([O-])c1nccn1CC(O)=NCc1ccccc1,[64]
bromadiolone,-7.877000000000001,1.0,527.4140000000002,2.0,5.0,6.0,70.67,-4.445,O=c1c(C(CC(O)c2ccc(-c3ccc(Br)cc3)cc2)c2ccccc2)c(O)oc2ccccc12,[939]
Coumatetralyl,-5.194,1.0,292.33400000000006,1.0,4.0,1.0,50.44,-2.84,O=c1c(C2CCCc3ccccc32)c(O)oc2ccccc12,[488]
Morin,-2.7310000000000003,1.0,302.23800000000006,5.0,3.0,1.0,131.36,-3.083,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,[428]
Lenacil,-3.355,1.0,234.29899999999995,1.0,3.0,1.0,54.86,-4.593999999999999,O=c1c2c(nc(O)n1C1CCCCC1)CCC2,[21]
4-hydroxypyridine,-1.655,1.0,95.10099999999998,1.0,1.0,0.0,33.120000000000005,1.02,O=c1cc[nH]cc1,[1100]
2-hydroxypteridine,-1.404,1.0,148.125,1.0,2.0,0.0,71.79,-1.947,O=c1ncc2nccnc2[nH]1,[145]
TEFLUBENZURON,-5.462000000000001,1.0,381.1120000000001,2.0,2.0,2.0,58.2,-7.28,OC(=Nc1cc(Cl)c(F)c(Cl)c1F)N=C(O)c1c(F)cccc1F,[262]
Barban,-4.16,1.0,258.104,1.0,1.0,2.0,38.33,-4.37,OC(=Nc1cccc(Cl)c1)OCC#CCCl,[877]
Pencycuron,-5.126,1.0,328.843,1.0,3.0,4.0,32.34,-5.915,OC(=Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,[775]
Carbanilide,-3.611,1.0,212.252,2.0,2.0,2.0,41.13,-3.15,OC(=Nc1ccccc1)Nc1ccccc1,[322]
benodanil,-4.245,1.0,323.133,1.0,2.0,2.0,29.1,-4.21,OC(=Nc1ccccc1)c1ccccc1I,[587]
salicylanilide,-3.782,1.0,213.236,2.0,2.0,2.0,49.33,-3.59,OC(=Nc1ccccc1)c1ccccc1O,[1086]
Quinonamid,-3.988,1.0,332.57000000000005,1.0,2.0,3.0,63.24,-5.03,OC(C=C(Cl)Cl)=Nc1c(Cl)c(O)c2ccccc2c1O,[1018]
fluconazole,-2.418,1.0,306.276,1.0,3.0,5.0,81.64999999999999,-1.8,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,[659]
Flutriafol,-3.569,1.0,301.296,1.0,3.0,4.0,50.94,-3.37,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,[265]
Dicofol,-6.268,1.0,370.49,1.0,2.0,2.0,20.23,-5.666,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,[498]
Fenarimol,-4.1080000000000005,1.0,331.202,1.0,3.0,3.0,46.010000000000005,-4.38,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,[725]
hydrobenzoin,-2.645,1.0,214.264,2.0,2.0,3.0,40.46,-1.93,OC(c1ccccc1)C(O)c1ccccc1,[562]
benzhydrol,-3.033,1.0,184.238,1.0,2.0,2.0,20.23,-2.55,OC(c1ccccc1)c1ccccc1,[471]
Phenytoin,-3.057,1.0,252.273,2.0,3.0,2.0,58.2,-4.097,OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,[258]
2-pyrrolidone,0.243,1.0,85.10600000000001,1.0,1.0,0.0,29.1,1.07,OC1=NCCC1,[10]
d-inositol,-0.887,1.0,180.156,6.0,1.0,0.0,121.38,0.35,OC1C(O)C(O)C(O)C(O)C1O,[1026]
hydroxychlordene,-4.156000000000001,1.0,354.8749999999999,1.0,3.0,0.0,20.23,-5.46,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,[792]
Cyclohexanol ,-1.261,1.0,100.161,1.0,1.0,0.0,20.23,-0.44,OC1CCCCC1,[230]
Cycloheptanol,-1.7,1.0,114.188,1.0,1.0,0.0,20.23,-0.88,OC1CCCCCC1,[409]
Cyclooctanol,-2.14,1.0,128.215,1.0,1.0,0.0,20.23,-1.29,OC1CCCCCCC1,[309]
L-arabinose,0.601,1.0,150.13,4.0,1.0,0.0,90.15,0.39,OC1COC(O)C(O)C1O,[102]
triforine,-3.715,1.0,430.9340000000001,2.0,1.0,6.0,64.68,-4.19,OC=NC(N1C=CN(C(N=CO)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,[621]
,-3.1055827140808105,1.0,272.61907958984375,1.8146915435791016,0.0,3.1525213718414307,67.12370300292969,-3.3509929180145264,OCC(O)C(O)C(O)C(O)CO,"[233, 276]"
Erythritol,0.675,1.0,122.12,4.0,0.0,3.0,80.92,0.7,OCC(O)C(O)CO,[802]
chloralose,-1.887,1.0,309.529,3.0,2.0,2.0,88.38000000000001,-1.84,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,[381]
Glycerol,0.688,1.0,92.094,3.0,0.0,2.0,60.69,1.12,OCC(O)CO,[679]
Fructose,0.471,1.0,180.156,5.0,1.0,2.0,110.38,0.64,OCC1OC(O)(CO)C(O)C1O,[875]
glucose,0.501,1.0,180.156,5.0,1.0,1.0,110.38,0.74,OCC1OC(O)C(O)C(O)C1O,[341]
Sucrose,0.31,1.0,342.297,8.0,2.0,5.0,189.53,0.79,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,[1025]
Lactose,1.071,1.0,342.297,8.0,2.0,4.0,189.53,-0.244,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,[441]
Raffinose,0.496,1.0,504.4380000000001,11.0,3.0,8.0,268.67999999999995,-0.41,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,[298]
Inosine,-0.8340000000000001,1.0,268.22900000000004,4.0,3.0,2.0,133.75,-1.23,OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,[109]
2-Phenoxyethanol,-1.761,1.0,138.16599999999997,1.0,1.0,3.0,29.46,-0.7,OCCOc1ccccc1,[890]
Phenylmethanol,-1.699,1.0,108.13999999999996,1.0,1.0,1.0,20.23,-0.4,OCc1ccccc1,[487]
Salicin,-0.975,1.0,286.28,5.0,2.0,4.0,119.61,-0.85,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,[537]
norbormide,-4.238,1.0,511.5810000000002,2.0,7.0,5.0,92.18,-3.931,Oc1[nH]c(O)c2c1C1C=C(C(O)(c3ccccc3)c3ccccn3)C2C1=C(c1ccccc1)c1ccccn1,[922]
phthalamide,-0.636,1.0,149.149,1.0,2.0,0.0,46.17,-2.932,Oc1[nH]c(O)c2ccccc12,[760]
"Atovaquone(0,430mg/ml) - neutral",-6.269,1.0,366.84400000000016,1.0,4.0,2.0,54.37,-5.931,Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O,[65]
Pentachlorophenol,-4.835,1.0,266.338,1.0,1.0,0.0,20.23,-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[402]
"2,3,5,6-Tetrachlorophenol",-4.203,1.0,231.893,1.0,1.0,0.0,20.23,-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,[1078]
"2,3,4,6-Tetrachlorophenol",-4.203,1.0,231.893,1.0,1.0,0.0,20.23,-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,[853]
"2,4,6-Trichlorophenol",-3.648,1.0,197.448,1.0,1.0,0.0,20.23,-2.34,Oc1c(Cl)cc(Cl)cc1Cl,[1032]
"2,3,6-Trichlorophenol",-3.572,1.0,197.448,1.0,1.0,0.0,20.23,-2.64,Oc1c(Cl)ccc(Cl)c1Cl,[784]
"2,6-Dichlorophenol",-3.012,1.0,163.003,1.0,1.0,0.0,20.23,-1.79,Oc1c(Cl)cccc1Cl,[1024]
captafol,-4.365,1.0,349.06600000000014,0.0,2.0,3.0,37.38,-5.4,Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2,[422]
9-anthrol,-4.148,1.0,194.233,1.0,3.0,0.0,20.23,-4.73,Oc1c2ccccc2cc2ccccc12,[389]
"2,3,4,5-Tetrachlorophenol",-4.335,1.0,231.893,1.0,1.0,0.0,20.23,-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,[1065]
"2,4,5-Trichlorophenol ",-3.78,1.0,197.448,1.0,1.0,0.0,20.23,-2.21,Oc1cc(Cl)c(Cl)cc1Cl,[764]
"3,5-Dichlorophenol",-3.428,1.0,163.003,1.0,1.0,0.0,20.23,-1.34,Oc1cc(Cl)cc(Cl)c1,[1053]
"2,3,5-Trichlorophenol",-3.78,1.0,197.448,1.0,1.0,0.0,20.23,-2.67,Oc1cc(Cl)cc(Cl)c1Cl,[629]
Triclosan,-5.645,1.0,289.545,1.0,2.0,2.0,29.46,-4.46,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,[964]
hematein,-1.795,1.0,300.266,4.0,4.0,0.0,107.22,-2.7,Oc1cc2c(cc1O)=C1c3ccc(O)c(O)c3OCC1(O)C=2,[790]
p-Phenylphenol,-3.701,1.0,170.211,1.0,2.0,1.0,20.23,-3.48,Oc1ccc(-c2ccccc2)cc1,[503]
4-Bromophenol,-3.132,1.0,173.009,1.0,1.0,0.0,20.23,-1.09,Oc1ccc(Br)cc1,[489]
"3,4-Dichlorophenol",-3.352,1.0,163.003,1.0,1.0,0.0,20.23,-1.25,Oc1ccc(Cl)c(Cl)c1,[457]
"2,3,4-Trichlorophenol",-3.705,1.0,197.448,1.0,1.0,0.0,20.23,-2.67,Oc1ccc(Cl)c(Cl)c1Cl,[692]
4-Chlorophenol ,-2.761,1.0,128.558,1.0,1.0,0.0,20.23,-0.7,Oc1ccc(Cl)cc1,[239]
Dichlorophen,-4.924,1.0,269.127,2.0,2.0,2.0,40.46,-3.953,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,[1109]
"2,4-Dichlorophenol ",-3.22,1.0,163.003,1.0,1.0,0.0,20.23,-1.55,Oc1ccc(Cl)cc1Cl,[590]
Succinimide,0.282,1.0,99.089,1.0,1.0,0.0,46.17,0.3,Oc1ccc(O)[nH]1,[805]
"1,4-Benzenediol",-1.59,1.0,110.11199999999998,2.0,1.0,0.0,40.46,-0.17,Oc1ccc(O)cc1,[843]
"5,6,7,8-tetrahydro-2-naphthol",-3.0860000000000003,1.0,148.205,1.0,2.0,0.0,20.23,-1.99,Oc1ccc2c(c1)CCCC2,[156]
2-Napthol,-3.08,1.0,144.17299999999997,1.0,2.0,0.0,20.23,-2.28,Oc1ccc2ccccc2c1,[194]
6-hydroxyquinoline,-2.725,1.0,145.161,1.0,2.0,0.0,33.120000000000005,-2.16,Oc1ccc2ncccc2c1,[207]
3-Chlorophenol,-2.761,1.0,128.558,1.0,1.0,0.0,20.23,-0.7,Oc1cccc(Cl)c1,[886]
"2,3-Dichlorophenol",-3.144,1.0,163.003,1.0,1.0,0.0,20.23,-1.3,Oc1cccc(Cl)c1Cl,[376]
"1,3-Benzenediol",-1.59,1.0,110.11199999999998,2.0,1.0,0.0,40.46,0.81,Oc1cccc(O)c1,[151]
1-Napthol,-3.08,1.0,144.17299999999997,1.0,2.0,0.0,20.23,-2.22,Oc1cccc2ccccc12,[752]
8-quinolinol,-2.725,1.0,145.16099999999997,1.0,2.0,0.0,33.120000000000005,-2.42,Oc1cccc2cccnc12,[642]
5-hydroxyquinoline,-2.725,1.0,145.161,1.0,2.0,0.0,33.120000000000005,-2.54,Oc1cccc2ncccc12,[399]
Phenol,-1.991,1.0,94.113,1.0,1.0,0.0,20.23,0.0,Oc1ccccc1,[113]
2-Chlorophenol,-2.553,1.0,128.558,1.0,1.0,0.0,20.23,-1.06,Oc1ccccc1Cl,[735]
"1,2-Benzenediol",-1.635,1.0,110.11199999999998,2.0,1.0,0.0,40.46,0.62,Oc1ccccc1O,[249]
2-Hydroxypyridine,-1.655,1.0,95.101,1.0,1.0,0.0,33.120000000000005,1.02,Oc1ccccn1,[599]
uracil,-0.441,1.0,112.088,2.0,1.0,0.0,65.72,-1.4880000000000002,Oc1ccnc(O)n1,[317]
thiouracil,-0.992,1.0,128.15599999999998,2.0,1.0,0.0,45.75,-2.273,Oc1ccnc(S)n1,[774]
hydantoin,0.603,1.0,100.077,2.0,1.0,0.0,58.2,-0.4,Oc1cnc(O)[nH]1,[846]
rhodanine,-0.396,1.0,133.197,1.0,1.0,0.0,29.1,-1.77,Oc1csc(S)n1,[427]
uric acid,-0.541,1.0,168.112,4.0,2.0,0.0,114.36999999999998,-3.93,Oc1nc(O)c2nc(O)[nH]c2n1,[852]
Chlorzoxazone,-2.679,1.0,169.567,1.0,2.0,0.0,46.0,-2.8310000000000004,Oc1nc2cc(Cl)ccc2o1,[660]
5-fluorouracil,-0.792,1.0,130.078,2.0,1.0,0.0,65.72,-1.077,Oc1ncc(F)c(O)n1,[149]
Hypoxanthine,-0.6559999999999999,1.0,136.114,2.0,2.0,0.0,74.43,-2.296,Oc1ncnc2[nH]cnc12,[206]
allopurinol,-0.84,1.0,136.114,2.0,2.0,0.0,74.43,-2.266,Oc1ncnc2n[nH]cc12,[719]
Thiophenol ,-2.758,1.0,110.18099999999995,1.0,1.0,0.0,0.0,-2.12,Sc1ccccc1,[1044]
mercaptobenzothiazole,-3.411,1.0,167.25799999999998,1.0,2.0,0.0,12.89,-3.18,Sc1nc2ccccc2s1,[602]
Cholanthrene,-5.942,2.0,254.332,0.0,5.0,0.0,0.0,-7.85,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,[755]
Acenapthene,-3.792,2.0,154.21199999999996,0.0,3.0,0.0,0.0,-4.63,c1cc2c3c(cccc3c1)CC2,[499]
Coronene,-6.885,2.0,300.36000000000007,0.0,7.0,0.0,0.0,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,[718]
Benzo[ghi]perylene,-6.446000000000001,2.0,276.338,0.0,6.0,0.0,0.0,-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,[676]
Pyrene,-4.957,2.0,202.256,0.0,4.0,0.0,0.0,-6.176,c1cc2ccc3cccc4ccc(c1)c2c34,[650]
Perylene,-6.007000000000001,2.0,252.316,0.0,5.0,0.0,0.0,-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,[220]
p-terphenyl,-5.7410000000000005,2.0,230.31,0.0,3.0,2.0,0.0,-7.11,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,[579]
Biphenyl,-4.079,2.0,154.21199999999996,0.0,2.0,1.0,0.0,-4.345,c1ccc(-c2ccccc2)cc1,[870]
styrene oxide,-1.826,2.0,120.15099999999995,0.0,2.0,1.0,12.53,-1.6,c1ccc(C2CO2)cc1,[98]
Bibenzyl ,-4.301,2.0,182.266,0.0,2.0,3.0,0.0,-4.62,c1ccc(CCc2ccccc2)cc1,[286]
Diphenylmethane,-4.09,2.0,168.239,0.0,2.0,2.0,0.0,-4.08,c1ccc(Cc2ccccc2)cc1,[891]
Azobenzene,-4.034,2.0,182.226,0.0,2.0,2.0,24.72,-4.45,c1ccc(N=Nc2ccccc2)cc1,[1022]
hydrazobenzene,-3.492,2.0,184.242,2.0,2.0,3.0,24.06,-2.92,c1ccc(NNc2ccccc2)cc1,[1098]
Diphenylamine,-3.857,2.0,169.227,1.0,2.0,2.0,12.03,-3.504,c1ccc(Nc2ccccc2)cc1,[36]
Diphenyl ether ,-4.254,2.0,170.211,0.0,2.0,2.0,9.23,-3.96,c1ccc(Oc2ccccc2)cc1,[1041]
Indole,-2.654,2.0,117.15099999999995,1.0,2.0,0.0,15.79,-1.52,c1ccc2[nH]ccc2c1,[943]
indazole,-2.34,2.0,118.13899999999998,1.0,2.0,0.0,28.68,-2.16,c1ccc2[nH]ncc2c1,[916]
Benzotriazole,-2.21,2.0,119.127,1.0,2.0,0.0,41.57,-0.78,c1ccc2[nH]nnc2c1,[467]
Benzo(b)fluoranthene,-6.007000000000001,2.0,252.316,0.0,5.0,0.0,0.0,-8.23,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,[321]
Fluoranthene,-4.957,2.0,202.256,0.0,4.0,0.0,0.0,-6.0,c1ccc2c(c1)-c1cccc3cccc-2c13,[92]
Indan,-3.057,2.0,118.17899999999996,0.0,2.0,0.0,0.0,-3.04,c1ccc2c(c1)CCC2,[135]
"1,2,3,4-Tetrahydronapthalene",-3.447,2.0,132.20599999999996,0.0,2.0,0.0,0.0,-4.37,c1ccc2c(c1)CCCC2,[643]
indoline,-2.195,2.0,119.167,1.0,2.0,0.0,12.03,-1.04,c1ccc2c(c1)CCN2,[935]
Benzo(a)fluorene,-5.189,2.0,216.283,0.0,4.0,0.0,0.0,-6.68,c1ccc2c(c1)Cc1c-2ccc2ccccc12,[1015]
Benzo(b)fluorene,-5.189,2.0,216.283,0.0,4.0,0.0,0.0,-8.04,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,[845]
Fluorene ,-4.125,2.0,166.22299999999998,0.0,3.0,0.0,0.0,-5.0,c1ccc2c(c1)Cc1ccccc1-2,[531]
Carbazole,-3.836,2.0,167.21099999999998,1.0,3.0,0.0,15.79,-5.27,c1ccc2c(c1)[nH]c1ccccc12,[801]
Benzo(e)pyrene,-6.007000000000001,2.0,252.316,0.0,5.0,0.0,0.0,-7.8,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,[1004]
Triphenylene,-5.568,2.0,228.294,0.0,4.0,0.0,0.0,-6.726,c1ccc2c(c1)c1ccccc1c1ccccc21,[865]
Benzo(a)pyrene,-6.007000000000001,2.0,252.316,0.0,5.0,0.0,0.0,-8.699,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,[637]
Picene,-6.617999999999999,2.0,278.354,0.0,5.0,0.0,0.0,-7.87,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,[3]
Chrysene,-5.568,2.0,228.294,0.0,4.0,0.0,0.0,-8.057,c1ccc2c(c1)ccc1c3ccccc3ccc21,[52]
Phenanthrene,-4.518,2.0,178.23399999999998,0.0,3.0,0.0,0.0,-5.26,c1ccc2c(c1)ccc1ccccc12,[611]
phenanthridine,-3.713,2.0,179.22199999999998,0.0,3.0,0.0,12.89,-2.78,c1ccc2c(c1)cnc1ccccc12,[765]
Dibenzofurane,-4.2010000000000005,2.0,168.195,0.0,3.0,0.0,13.14,-4.6,c1ccc2c(c1)oc1ccccc12,[336]
Dibenzothiophene,-4.597,2.0,184.263,0.0,3.0,0.0,0.0,-4.38,c1ccc2c(c1)sc1ccccc12,[558]
Benzo(j)fluoranthene,-6.007000000000001,2.0,252.316,0.0,5.0,0.0,0.0,-8.0,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,[780]
Benzo(k)fluoranthene,-6.007000000000001,2.0,252.316,0.0,5.0,0.0,0.0,-8.49,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,[497]
Napthacene,-5.568,2.0,228.294,0.0,4.0,0.0,0.0,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1,[819]
Anthracene,-4.518,2.0,178.23399999999995,0.0,3.0,0.0,0.0,-6.35,c1ccc2cc3ccccc3cc2c1,[768]
Napthalene,-3.468,2.0,128.17399999999995,0.0,2.0,0.0,0.0,-3.6,c1ccc2ccccc2c1,[256]
Isoquinoline,-2.531,2.0,129.16199999999998,0.0,2.0,0.0,12.89,-1.45,c1ccc2cnccc2c1,[116]
biquinoline,-4.9030000000000005,2.0,256.308,0.0,4.0,1.0,25.78,-5.4,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,[795]
Acridine,-3.846,2.0,179.22199999999998,0.0,3.0,0.0,12.89,-3.67,c1ccc2nc3ccccc3cc2c1,[339]
Quinoline,-2.6630000000000003,2.0,129.16199999999998,0.0,2.0,0.0,12.89,-1.3,c1ccc2ncccc2c1,[657]
Benzoxazole,-2.214,2.0,119.12299999999998,0.0,2.0,0.0,26.03,-1.16,c1ccc2ocnc2c1,[459]
benzothiazole,-2.733,2.0,135.191,0.0,2.0,0.0,12.89,-1.5,c1ccc2scnc2c1,[5]
Benzene ,-2.418,2.0,78.11399999999999,0.0,1.0,0.0,0.0,-1.64,c1ccccc1,[835]
Pyridine,-1.481,2.0,79.10199999999998,0.0,1.0,0.0,12.89,0.76,c1ccncc1,[128]
Pyridazine,-0.619,2.0,80.08999999999999,0.0,1.0,0.0,25.78,1.1,c1ccnnc1,[186]
Furane,-1.837,2.0,68.07499999999999,0.0,1.0,0.0,13.14,-0.82,c1ccoc1,[706]
Thiophene,-2.232,2.0,84.14299999999999,0.0,1.0,0.0,0.0,-1.33,c1ccsc1,[4]
"1,7-phenantroline",-2.994,2.0,180.21,0.0,3.0,0.0,25.78,-2.68,c1cnc2c(c1)ccc1ncccc12,[313]
Pteridine,-0.906,2.0,132.12599999999998,0.0,2.0,0.0,51.56,0.02,c1cnc2ncncc2n1,[932]
Pyrimidine,-0.884,2.0,80.08999999999999,0.0,1.0,0.0,25.78,1.1,c1cncnc1,[365]
