Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",standardised_smiles,Identifier
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCCCCCCC(O)=NC(Cc1c[nH]c2ccccc12)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=NC1C(O)=NCC(O)=N[C@@H](CCCN)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@H](C)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@H](CO)C(O)=N[C@@H](C(C)CC(=O)O)C(O)=N[C@@H](CC(=O)c2ccccc2N)C(=O)OC1C,[1384]
0,0.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,1.0,1.0,CCCCCCCCCC(O)=N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N=C(C)O)c2[nH]c(O)c(c5ccc(O)c(c5)c5c(O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)cc(O)cc5c(=C(O)O)[nH]c2O)N=C(O)[C@@H]4N=C(O)[C@H]2N=C(O)[C@@H](Cc4ccc(c(Cl)c4)O3)N=C(O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc2c3)O[C@H](CO)[C@@H](O)[C@@H]1O,[1395]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[1389]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)N=CO,[908]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CCCCCCCCCCCCCC(O)=NCCCCC(N=C(O)[C@@H]1CCCN1C(=O)[C@@H](N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@H](Cc1ccccc1)N=C(O)CN=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCC(=O)O)N=C(O)CN=C(O)[C@@H]1CSSC[C@@H](C(O)=N[C@@H](CC(=N)O)C(=O)O)N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@H](CC(=N)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CO)N=C(O)[C@@H]2CSSC[C@H](N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N=C(O)CN)[C@@H](C)CC)C(C)C)C(O)=N[C@@H](CSSC[C@H](N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc3cnc[nH]3)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CC(=N)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc3ccccc3)C(C)C)C(O)=NCC(O)=N[C@@H](CO)C(O)=N[C@@H](Cc3cnc[nH]3)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](C)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](Cc3ccc(O)cc3)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(O)=N1)C(O)=N[C@@H]([C@@H](C)O)C(O)=N[C@@H](CO)C(O)=N[C@@H]([C@@H](C)CC)C(O)=N2)[C@@H](C)O)C(=O)O,[1333]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[PH]([O])([O])OCCN=C(O)C(C)N=C(O)CC[C@@H](N=C(O)[C@H](C)N=C(O)[C@@H](C)OC1[C@@H](N=C(C)O)[C@H](O)O[C@H](CO)[C@H]1O)C(=N)O)OC(=O)CCCCCCCCCCCCCCC,[1314]
0,1.0,0,0.0,1.0,0.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,1.0,1.0,1.0,CCCCCCCCCCCCCCCC(O)=NC(CCC(O)=NCCCC[C@H](N=C(O)[C@H](C)N=C(O)[C@H](C)N=C(O)[C@H](CCC(=N)O)N=C(O)CN=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N=C(O)CN=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](C)N=C(O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@H](C(O)=N[C@@H](C)C(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,[977]
0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CCCCCCCCCCCCCCCCCCCCCCO,[243]
0,0.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,CCCCCCCCCCCCCCOS(=O)(=O)O,[1060]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](N=C(O)[C@@H](CC(C)C)NC)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]5C(O)=Nc3c(O)[nH]c(c(O)[nH]c(=C(O)O)c5cc(O)c(CNC[PH](=O)(=O)O)c(O)c5c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,[176]
1,0.0,0,1.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,[196]
0,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,CCCCCCOC(=O)CCC(=O)CN,[325]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,1.0,1.0,1.0,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,[7]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCCN(C)CCC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,[636]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(CO)cc12,[1312]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCCOC(O)=Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,[658]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,0,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4C[C@@H](O)[C@@H](O)N=C(O)C5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(=N)O)N=C(O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)N=C(O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)N=C4O)cc3)no2)cc1,[314]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4C[C@@H](O)[C@@H](O)N=C(O)C5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)N=C(O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)N=C(O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)N=C4O)cc3)cc2)cc1,[412]
0,1.0,0,0.0,1.0,1.0,1.0,1,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCCCC[C@@H](O)CC[C@H]1[C@@H]2Cc3cccc(OCC(=O)O)c3C[C@@H]2C[C@@H]1O,[1164]
0,0.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCCCC[C@](C)(O)C=C[C@@H]1[C@@H](CC=CCCCC(=O)O)[C@@H](O)C[C@H]1O,[1327]
0,1.0,0,0.0,0.0,1.0,1.0,1,1,0,0.0,1.0,0.0,1,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,[478]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,[919]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CCCCN1CCCCC1C(O)=Nc1c(C)cccc1C,[354]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,1,1.0,1.0,0.0,0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,[359]
1,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,1.0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,CCCCN=C(O)NS(=O)(=O)c1ccc(C)cc1,[1122]
1,1.0,0,0.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1.0,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,[353]
0,0.0,0,1.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,[1099]
0,0.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,[1375]
0,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,[1116]
0,0.0,0,1.0,1.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,[661]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[751]
1,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,[787]
1,1.0,1,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,[275]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,[1035]
1,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,[989]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,1.0,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,[37]
1,1.0,0,1.0,1.0,1.0,1.0,1,0,1,1.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,[949]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CCCN1CCCCC1C(O)=Nc1c(C)cccc1C,[1189]
1,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0.0,1.0,1.0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)cc1,[420]
0,0.0,0,0.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCCNC(C)C(O)=Nc1c(C)csc1C(=O)OC,[1362]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCCNC(C)C(O)=Nc1ccccc1C,[986]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCNC1CCc2[nH]c(=N)sc2C1,[978]
1,1.0,1,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,[998]
1,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,CCCNS(=O)(=O)N=c1nc[nH]c(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,[1178]
1,0.0,0,1.0,1.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,[1000]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,1.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,[926]
1,0.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,1.0,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,[255]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,[12]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1.0,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,[1371]
0,0.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,[171]
1,0.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,1.0,CCCc1cc(O)nc(S)n1,[235]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[512]
0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,[1411]
1,0.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,[48]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,[433]
0,1.0,1,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,[1053]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,1.0,1,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,[1181]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,[1031]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,[1277]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,[1250]
1,0.0,0,1.0,0.0,0.0,1.0,0,0,1,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CCN(CC)C(=S)SSC(=S)N(CC)CC,[509]
0,0.0,0,1.0,1.0,1.0,1.0,0,0,1,0.0,1.0,0.0,0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCN(CC)C(C)C(=O)c1ccccc1,[1321]
0,1.0,0,0.0,1.0,0.0,1.0,0,1,0,0.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCN(CC)C(O)=NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,[1334]
0,1.0,0,1.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CCN(CC)C(O)=Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,[401]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1.0,0.0,1,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,[921]
0,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CCN(CC)CC(O)=Nc1c(C)cccc1C,[675]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCN(CC)CC=NC(=O)c1c(C)[nH]c(Cc2c(O)[nH]c3ccc(F)cc23)c1C,[1271]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,[416]
0,1.0,0,1.0,1.0,1.0,1.0,1,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,[598]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,1,0.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC,[807]
1,1.0,0,0.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,CCN(CC)CCNC(=O)c1ccc(N)cc1,[990]
0,1.0,0,1.0,0.0,1.0,1.0,0,1,1,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,[492]
0,1.0,0,1.0,1.0,0.0,1.0,0,1,0,0.0,1.0,0.0,1,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCN(CC)CCOC(=O)c1ccc(N)cc1,[991]
0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,[68]
1,1.0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,[440]
0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,[935]
0,1.0,0,0.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,[762]
1,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0.0,1.0,0.0,0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,[668]
0,0.0,0,1.0,1.0,1.0,1.0,1,1,0,0.0,1.0,0.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,[1153]
