smiles,logS
Oc1cccc(Cl)c1Cl,-1.656
Cc1cccc(C)c1O,-1.305
CC(=O)N(C)c1ccccc1,-0.951
CCc1cccc(CC)c1N,-2.3480000000000003
COc1ccccc1C(O)=O,-1.483
Oc1cc2ccc[n]c2cc1,-2.162
Cc1cc2ccccc2cc1C,-4.895
Cc1cc2ccc(C)cc2cc1,-4.893
Oc1cc2ccc(O)cc2cc1,-2.205
[O-][N+](=O)c1cc2ccccc2cc1,-4.273
Brc1ccccc1Br,-3.5
CC1CCCCC1C,-3.959333333333333
Cc1c[n]ccc1C,0.359
Cc1ccc[n]c1C,0.385
Oc1cc(Cl)ccc1Cl,-1.911
CCC(O)CC,-0.233
CC(=C)C(=O)OC(C)(C)C,-2.153
OC(=O)c1cccc(Br)c1,-2.699
[O-][N+](=O)c1cc(O)cc(c1)[N+]([O-])=O,-1.663
OC(=O)c1ccc(Br)cc1,-3.525
COCc1ccc(o1)[N+]([O-])=O,-1.155
CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,-3.5039999999999996
OC(=O)COc1cc(Cl)c(Cl)cc1,-2.685
Cc1ccc(CO)cc1,-1.2
CCC(C)CCC,-4.306
CCC(C)CCO,-1.376
CCC(=O)CCC,-0.833
CCCC(O)CCC,-1.393
CCCCC(C)CC,-5.159
Brc1ccc(I)cc1,-4.452
CC1CCC(C)CC1,-4.466
CC1CCC(O)CC1,-0.882
Cc1c[n]c(C)cc1,0.401
CCCCOC(=O)CC,-1.9380000000000002
CCCC(C)(C)C,-4.357
CCCC(C)(C)O,-0.499
CC1=CCC(=O)O1,-0.293
Cc1cc(Br)ccc1,-3.523
Oc1cc(Br)ccc1,-0.8759999999999999
CC1CC(=O)CCC1,-1.874
Nc1cc(O)ccc1,-0.607
Oc1cc(Cl)cc(Cl)c1,-1.5590000000000002
CC1CCCCC=1,-3.267
Ic1ccccc1,-2.778
CCCCC(C)C,-4.596
CCCCC(C)=O,-0.758
C=CCC=C,-2.0869999999999997
CC=CCCl,-1.9569999999999999
CCCCOC(N)=O,-0.657
CCCCC=C,-3.2260000000000004
C=CCCC=C,-2.687
CCCCCC=C,-3.7319999999999998
CC=CCCCC,-3.8160000000000003
CCCCOC=O,-1.131
CF,-0.17600000000000002
C=CBr,-1.275
CC(C)C(C)(C)O,-0.41100000000000003
CC(C)(C)C(C)(C)O,-0.723
CC(=O)C1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)OC(C)=O,-5.284
CCC(C)(O)C(C)C,-0.85
CC(C)(C(O)=O)C(O)=O,-0.16699999999999998
CCS(=O)(=O)CC,0.043
CCC(O)(CC)CC,-0.84
CCC(C)(O)CCC,-1.001
CNC(N)=O,1.13
COC(C)C,-0.057
COC(N)=O,0.9640000000000001
CC(C)C(C)O,-0.19699999999999998
Cc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,-2.82
CCC(Cl)[N+]([O-])=O,-1.189
CC(C)C(O)C(C)C,-1.22
CCC(C(O)=O)C(O)=O,0.732
CC(C)N(N=O)C(C)C,-1.001
[O-][N+](=O)c1c(O)cccc1O,-2.073
[O-][N+](=O)c1c2ccccc2cc2ccccc21,-6.292000000000001
[O-][N+](=O)c1cccc(c1C(O)=O)C(O)=O,-1.021
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,-2.877
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,-3.0
COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.085
[O-][N+](=O)c1cc2Cc3ccccc3-c2cc1,-5.99
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,-5.479
Oc1ccc(C(O)=O)c(O)c1O,-2.231
[O-][N+](=O)c1cc(ccc1C(O)=O)[N+]([O-])=O,-1.067
Cc1cc(c(cc1)[N+]([O-])=O)[N+]([O-])=O,-3.26
Cc1ccccc1CC,-3.207
O=C1C=CNc2ccccc21,-1.4809999999999999
Cc1cc2cc3ccccc3cc2cc1,-6.956
Nc1cc2cc3ccccc3cc2cc1,-5.172000000000001
O=C(NC(=O)c1ccccc1)c1ccccc1,-2.273
OC(=O)COc1ccccc1Cl,-2.164
CC(=O)Nc1ccccc1O,-2.235
Cc1[nH]c2ccccc2[n]1,-1.96
CSc1[n]c2ccccc2[s]1,-3.161
Clc1ccccc1I,-3.532
Ic1ccccc1I,-4.217
Brc1cc(Br)c(Br)cc1,-4.498
Oc1ccc(Br)cc1Br,-2.123
CN1C=CC(=O)NC1=O,-0.8
CCC(Cl)CC,-2.63
CCC(O)C=C,0.02
CN(CC)CC,0.713
Cc1c[s]cc1,-2.39
O=C1CCCN1,1.07
CC(C)C(O)CCC,-1.32
NCc1ccco1,1.013
OC(=O)c1cccc(I)c1,-3.2710000000000004
Oc1cc(cc(c1)C(O)=O)C(O)=O,-2.4819999999999998
Cc1cc(ccc1C)C(O)=O,-3.0660000000000003
COC(=O)c1ccc(N)cc1,-1.597
CN(C)c1ccc(cc1)C(O)=O,-3.398
CCCN(CCC)N=O,-1.001
S=C=NCc1ccccc1,-3.136
Cc1ccc(CC)cc1,-3.103
Cc1ccc(C=C)cc1,-3.123
O=Cc1ccc(cc1)C=O,-2.827
CCC(O)CCC,-0.8029999999999999
CCCC(=O)OC,-0.833
CCCCC(O)CCCC,-2.49
Ic1ccc(I)cc1,-5.372000000000001
COC(=O)C=CC(=O)OC,-0.256
ICCI,-3.216
CC(C)(C)CCO,-0.5
CC(C)CC(C)(C)O,-0.961
CCCCC(C)(C)O,-1.078
CCCCCC(C)(C)O,-1.72
CCCC(C)Cl,-2.63
COCC(C)C,-0.9
[O-][N+](=O)CCO,1.041
CCOC(C)C,-0.551
CC(C)OC=O,-0.629
Clc1cc(I)ccc1,-3.532
Ic1cc(I)ccc1,-4.518
OC1=CC(=O)NC=C1,-1.25
Brc1cc(Br)cc(Br)c1,-5.6
Nc1cc(Cl)cc(Cl)c1,-2.315
CN1CCCCC1,0.226
CC(C)CCCO,-1.14
CCCCC(C)O,-0.873
CCCC[N+]([O-])=O,-1.351
CCCOC(C)C,-1.337
CCCOC(N)=O,-0.13
OCCCBr,0.009000000000000001
CCCC#C,-1.6369999999999998
OCCCCl,0.42200000000000004
CC(C)CCC(C)O,-1.38
CCCCOC,-0.99
CCOCCC,-0.845
C1C=CCC=C1,-2.059
CCCCCOC(C)=O,-1.8769999999999998
CCCCCC#C,-3.01
C1CCCCC=C1,-3.1630000000000003
[O-][N+](=O)OCCO[N+]([O-])=O,-1.35
CCCCCCCC(C)O,-2.7439999999999998
CCCCCCCBr,-4.431
CCCCCCC#C,-3.662
CCCCCCCCl,-3.9960000000000004
CCOCCOCC,-0.15
CCCCCCCCCCCCCC,-7.456
CCCCCCCCCCCCCCCO,-6.35
CN(C)C(=O)N(C)C,0.935
OC(=O)c1ccccc1S(O)(=O)=O,0.39299999999999996
Clc1ccc(Cl)c(Cl)c1Cl,-4.562
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.627
Nc1c(Cl)cc(Cl)cc1Cl,-3.6910000000000003
Brc1cc(Br)c(Br)cc1Br,-6.992999999999999
CCC(=O)OC(C)C,-1.29
Clc1ccc(I)cc1,-4.0760000000000005
CCCCCCCCCCCCC(O)=O,-3.813
NC(=O)CF,1.113
Cc1ccc(cc1)-c1ccccc1,-4.618
CN(C)c1[n]c([n]c([n]1)N(C)C)N(C)C,-3.364
C1OCCO1,1.13
COc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,-2.5839999999999996
Cc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,-4.207
CN(C)P(=O)(N(C)C)N(C)C,0.747
CN(N=O)C(N)=O,-0.855
C=CC#C,-1.464
CC(C)CC=C,-3.2439999999999998
CCCCC#C,-2.2769999999999997
OC(=O)CCCCCCCCCCC(O)=O,-3.76
CCCCCCCCC(C)=O,-3.3089999999999997
Clc1ccccc1Br,-3.2030000000000003
CN1C=CC=CC1=O,0.9620000000000001
Cc1c(C)c(C)cc(C)c1C,-3.9810000000000003
CCC(=O)Nc1cc(Cl)c(Cl)cc1,-2.986
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)[n]o1,-2.6180000000000003
OC(=O)c1c2ccccc2cc2ccccc21,-3.417
Cc1oc(NS(=O)(=O)c2ccc(N)cc2)[n]c1C,-2.202
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,-4.114
COc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,-2.861
CP(=O)(OC)OC,0.9059999999999999
CCN(N=O)C(N)=O,-0.955
CCSC(=O)N(CCC)CCC,-2.7030000000000003
CCCC(C)=C,-3.033
Cc1c2ccccc2cc2ccccc21,-5.867000000000001
Cc1c2ccccc2c(C)c2ccccc12,-6.566
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000000000001
Clc1ccc(cc1)C(c1ccccc1Cl)C(Cl)(Cl)Cl,-6.62
CCOC(=O)CCCC(=O)OCC,-1.33
C=CC(=O)OCCO,0.935
C=CCCCO,-0.179
CCCCCCCC(C)=O,-2.5839999999999996
Cc1cc2cc(C)c(C)cc2cc1,-5.001
COc1ccc(cc1)C=CC(O)=O,-2.398
Cc1cccc2c3ccccc3ccc21,-5.854
CCNc1[n]c(NC(C)C)[n]c([n]1)SC,-3.037
COCCCNc1[n]c([n]c(NC(C)C)[n]1)SC,-2.928
OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1Cl,-3.6039999999999996
CC(=C)C(=O)OCCO,-0.114
CN1CCCC1=O,1.004
CCc1ccc[s]1,-2.585
[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,-4.553
[O-][N+](=O)c1cc(ccc1O)-c1ccccc1,-4.41
CCNc1[n]c(NC(C)(C)C)[n]c([n]1)SC,-3.985
CCCCN(CCCC)N=O,-2.096
CC(=O)OCCBr,-0.674
CCC#CCC,-2.167
O=NN1CCCC1,0.9990000000000001
O=NN1CCCCCC1,-1.001
Oc1c(Cl)c(Cl)ccc1Cl,-2.642
CN(Cc1ccccc1)N=O,-1.5219999999999998
CCc1cc2ccccc2cc1,-4.29
CCP(=S)(OCC)Sc1ccccc1,-4.159
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,-3.2089999999999996
O=C(NCN1CCOCC1)c1c[n]cc[n]1,0.17600000000000002
COP(=S)(OC)SCSc1ccc(Cl)cc1,-5.294
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.964
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.902
COP(=O)(OC(=CCl)c1cc(Cl)c(Cl)cc1Cl)OC,-4.522
[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+]([O-])=O,-3.8339999999999996
CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,-2.427
CC(O)COC(=O)C=C,0.8859999999999999
C[N+](C)(C)CCCl,0.799
CNc1[n]c([n]c(NC(C)C)[n]1)SC,-2.5660000000000003
ClC1(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C(Cl)=C2Cl,-6.289
Fc1ccccc1Br,-2.695
Fc1cc(Br)ccc1,-2.6660000000000004
CCCCCCc1ccccc1,-5.255
CCCCCCOC(=O)c1ccc(O)cc1,-3.949
CCCCCCCOC(=O)c1ccc(O)cc1,-4.072
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,-4.583
CC#CCCCC,-2.7710000000000004
Oc1cc2CCCCc2cc1,-1.995
CCc1cccc2ccccc21,-4.164
Cc1cc(ccc1)OC(O)=NC,-1.8030000000000002
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,-3.678
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-4.9
CCC(C)(C)CO,-1.129
N#Cc1c(Cl)cccc1Cl,-3.98
NCC1CCC(CC1)C(O)=O,0.026000000000000002
Cc1cc(C)[n]c2ccccc12,-1.944
CP(=O)(OC(C)C)OC(C)C,-0.052000000000000005
CCCCCCCCCCCCCCCCCO,-7.506
CC1CN(CC(C)O1)N=O,-0.065
C1OC1C1CO1,1.065
CC(=O)Oc1ccc(Br)cc1C(O)=O,-2.589
CC1(C)Cc2cccc(OC(=O)NC)c2O1,-2.84
COc1ccc(cc1)NC(N)=O,-1.5919999999999999
COc1cc(c(O)cc1)[N+]([O-])=O,-2.839
Cc1cc(Cl)ccc1O,-1.5519999999999998
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.047999999999999
CN(C)NC(=O)CCC(O)=O,-0.205
COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,-2.478
COC(C)(C)C,-0.23800000000000002
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,-1.347
CCCCCCCCCC(C)O,-2.94
Cc1c[n]c2c3[n]cc(C)c(C)c3ccc2c1C,-5.195
CN(C)CCC=C1c2ccccc2COc2ccccc21,-3.947
CCC1CCCCC1,-4.251
Oc1ccc(cc1)N=Nc1ccccc1,-3.343
N#Cc1cc(Br)c(O)c(Br)c1,-3.3280000000000003
NC1C=NN(C(=O)C=1Cl)c1ccccc1,-2.7439999999999998
OC(=O)c1[n]c(Cl)ccc1Cl,-2.283
Cc1cc2c3ccccc3ccc2c2ccccc21,-6.571000000000001
Cc1cccc2c1Cc1ccccc-21,-5.218
CCCCCCCCC(=O)OC,-3.8760000000000003
C1CCc2ccc3CCCc4ccc1c2c34,-5.959
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,-9.207
CN(OC)C(=O)Nc1ccc(Cl)cc1,-2.363
Clc1cccc2c1cccc2Cl,-5.716
Clc1ccc(Cl)c2ccccc12,-5.803
CCN(CC)C(=O)CSc1ccc(Cl)[n][n]1,-1.716
[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,-5.452999999999999
[O-][N+](=O)c1ccc(cc1)Oc1c(Cl)cc(Cl)cc1Cl,-5.62
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-5.822
CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.525
Nc1[n]c[n]c2c1[n]c[n]2C1(CO)OC(CO)C(O)C1O,-1.57
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-5.647
Cc1cc(ccc1)S(N)(=O)=O,-1.341
CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,-3.887
CC(C)Nc1[n]c([n]c(Cl)[n]1)N(CC)CC,-3.785
CCNc1[n]c([n]c(Cl)[n]1)N(CC)CC,-4.06
COc1c(C(O)=O)c(Cl)ccc1Cl,-1.6909999999999998
Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O,-2.7489999999999997
NC(=S)c1c(Cl)cccc1Cl,-2.336
CC(C)N(C(=O)CCl)c1ccccc1,-2.481
Clc1cccc([n]1)C(Cl)(Cl)Cl,-3.761
CC(C#C)OC(=O)Nc1cccc(Cl)c1,-2.617
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,-4.895
CC1CCCCC1NC(=O)Nc1ccccc1,-4.111000000000001
NC(=O)c1c(Cl)cccc1Cl,-1.8430000000000002
NC1=NC(=O)NC=C1F,-0.935
CC(C)c1cc2ccccc2cc1,-5.297999999999999
Cc1cc(ccc1N(C)C)OC(=O)NC,-2.3569999999999998
CNC(=O)Oc1cc(C)c(SC)c(C)c1,-4.353
CCC(C)(C)c1ccccc1,-4.15
CCOC(=O)CCCCCC(=O)OCC,-2.013
CCOC(=O)CCCCCCC(=O)OCC,-2.53
Clc1cc(ccc1)-c1cc(Cl)ccc1,-5.797999999999999
Clc1ccc(cc1)-c1ccc(Cl)cc1,-6.556
Clc1cccc2cccc(Cl)c12,-5.796
Clc1cc2ccccc2cc1Cl,-6.357
Clc1c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c1Cl,-10.827
Clc1ccccc1-c1ccccc1,-4.592
Clc1cc(ccc1)-c1ccccc1,-4.716
Clc1ccc(cc1)-c1ccccc1,-5.149
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1,-5.0169999999999995
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)OC,-6.086
Cc1ccc(C)c2cccc(C)c12,-4.909
S=C=Nc1cccc(Br)c1,-4.085
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-9.466000000000001
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)CCCC)C(=O)CO,-4.71
CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,-3.4360000000000004
CCCCCCCCc1ccccc1,-6.46
Clc1cc2cc(Cl)ccc2cc1,-5.922000000000001
CCSC(=O)N1CCCCCC1,-2.286
CCCC1(CCC)C(=O)NC(=O)NC1=O,-2.549
Clc1c2c(c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c2Cl,-9.703
CCC(N)Cc1c[nH]c2ccccc21,-2.5669999999999997
CCCCCCCCC#N,-3.299
Nc1cccc2c1cccc2N,-2.6189999999999998
CC(C)NC(=O)CSP(=S)(OCC)OCC,-2.057
Cc1cc(ccc1)Oc1ccc(cc1)[N+]([O-])=O,-4.6610000000000005
Cc1ccc(cc1Cl)NC(=O)C(C)CCC,-4.45
CCOP(=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,-5.233
CC(C)(C)c1ccc(cc1)OC1CCCCC1OS(=O)OCC#C,-5.846
CCCCOC(=O)C1(O)c2ccccc2-c2ccccc12,-3.888
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.407
Fc1cc(F)c(F)c(F)c1,-2.306
CCCC(C)(C)CO,-1.52
Cc1cc2cc3ccc4ccccc4c3cc2cc1,-6.816
C#CCCCC#C,-1.7469999999999999
C#CCCCCCC#C,-2.983
Cc1ccc(C)c(O)c1C,-1.936
Cc1cc(ccc1C)OC(=O)NC,-2.1390000000000002
CCCCOCC1CO1,-0.8140000000000001
CC(C)CCCCCCO,-2.487
Clc1cc(Cl)c(cc1)-c1ccc(Cl)cc1Cl,-6.732
COP(=S)(Oc1ccc(cc1Cl)[N+]([O-])=O)OC,-4.306
OC(=O)C1(O)c2cc(Cl)ccc2-c2ccccc12,-4.1610000000000005
CC(=O)Oc1c(cc(c(C)c1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,-4.4719999999999995
CCS(=O)(=O)CCSP(=S)(OCC)OCC,-2.54
CCS(=O)CCSP(=S)(OCC)OCC,-1.861
Cc1cccc2ccc3cc4ccccc4cc3c21,-6.644
[O-][N+](=O)c1ccc(Cl)cc1C(O)=O,-1.319
CCCCOP(=O)(Oc1ccccc1)OCCCC,-3.475
Cc1cc2ccc3ccccc3c2cc1,-5.837000000000001
Cc1c2ccccc2cc2c1ccc1ccccc12,-7.343
Cc1cc(O)ccc1[N+]([O-])=O,-2.11
CCS(=O)CSP(=O)(OCC)OCC,-1.5119999999999998
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,-3.205
CC(=O)Oc1ccc(cc1)NC(C)=O,-1.9080000000000001
Cc1cc(cc(c1)OC(=O)NC)C(C)C,-3.3569999999999998
CNC(=O)Oc1ccccc1C(C)C,-2.6839999999999997
COP(=S)(Oc1ccc(cc1)C#N)OC,-3.7230000000000003
CCOP(=S)(OCC)SCN1N=Nc2ccccc2C1=O,-4.5169999999999995
Nc1cc2c3ccccc3ccc2c2ccccc21,-6.196000000000001
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004
COc1cc(Cl)c(cc1Cl)OC,-4.413
CCCCCCCCCCCCN1CCCC1=O,-4.67
COC1=COC(CSP(=O)(OC)OC)=CC1=O,0.528
CC1CNC(C)CN1,0.486
Cc1cc(N=Nc2ccc(cc2)NC(C)=O)c(O)cc1,-5.358
OC(=O)CCCCCCCCCCBr,-3.699
COc1cc(N)c2c(C(=O)c3ccccc3C2=O)c1N,-5.746
CCN(CCO)c1ccc(cc1)N=Nc1ccc(cc1)[N+]([O-])=O,-6.292999999999999
CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,-5.496
Clc1ccc(cc1Cl)-c1ccccc1,-6.39
OC(=O)COc1cccc(Cl)c1Cl,-2.8089999999999997
[O-][N+](=O)c1cc(ccc1O)C=O,-2.949
CN(OC)C(=O)Nc1ccc(Br)cc1,-2.895
C=CCCCC=C,-3.34
CC1CC(C)(C)CCC1,-4.853
Cc1ccc(cc1)N(CCO)CCO,-0.91
CC(C)(C)CCCO,-1.551
Oc1ccccc1C(=O)N1CCOCC1,-1.704
Clc1c2Oc3c(Oc2c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c3Cl,-12.06
OCC(CBr)(CBr)CO,-0.838
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.663
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.462
COP(=S)(Oc1ccc(cc1)Sc1ccc(cc1)OP(=S)(OC)OC)OC,-6.237
CCCCCCCC#C,-4.093999999999999
Clc1c2[n]cc[n]c2c(Cl)c(Cl)c1Cl,-5.428
CC(C)CCC(C)(C)C,-5.047
Cc1cc(ccc1SC)OC(=O)NC,-3.9730000000000003
[O-][N+](=O)c1ccc(cc1)Oc1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1,-5.124
Cc1cc2ccccc2c2ccc3ccccc3c21,-6.5920000000000005
Cc1c2c3ccccc3ccc2c2ccccc2c1C,-7.011
CC=CC(O)=O,0.0
CC(C)(C#N)NC(=O)CSP(=O)(OCC)OCC,-0.624
CN(C(C)C#C)C(=O)Nc1ccc(Cl)cc1,-3.897
CCC(C)c1ccccc1OC(=O)NC,-2.497
Cc1cc(ccc1N=Nc1ccc(cc1Cl)[N+]([O-])=O)N(CCO)CCO,-6.57
Cc1[n]c(cc(NS(=O)(=O)c2ccc(N)cc2)[n]1)OC,-2.543
COP1(=S)OCc2ccccc2O1,-3.571
CCC(O)C(C)(C)C,-1.151
OC(=O)COc1c(Cl)c(Cl)ccc1Cl,-2.62
COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1,-0.091
CCSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,-4.203
CCCCCCCI,-4.81
CC1CC(C)(C)CC1,-4.478
CCCCN(CC)N=O,-1.035
CC1(C)C2CC(C)(CC2)C1=O,-1.85
CS(=O)(=O)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,-5.76
[O-][N+](=O)c1c(Cl)cccc1C(O)=O,-2.6319999999999997
OCc1cccc2ccccc21,-1.744
CC=CC#N,-0.429
CCCC(O)C=C,-0.599
CCOP(=S)(Oc1cc(Cl)c(Br)cc1Cl)OCC,-5.952000000000001
Cc1cccc(O)c1[N+]([O-])=O,-1.641
CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1OC(C)=O,-4.195
CC(C(O)=O)c1cc(F)c(cc1)-c1ccccc1,-4.485
[O-][N+](=O)c1cc(ccc1Nc1ccccc1)S(=O)(=O)Nc1ccccc1,-6.269
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.352
C=CCCBr,-2.247
Cc1[n]c([n]c(O)c1CCCC)N(C)C,-2.242
CC1OCCSC=1C(=O)Nc1ccccc1,-3.141
CC1OCCS(=O)(=O)C=1C(=O)Nc1ccccc1,-2.427
CC(C)=CCCC(C)=CC=O,-2.055
CCCCC(C)(O)CC,-1.6
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,-4.831
CCOC1CC1,-0.6409999999999999
CCS(=O)CSP(=S)(OC(C)C)OC(C)C,-2.307
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.53
OC1=C(C2CCCc3ccccc32)C(=O)Oc2ccccc21,-4.864
CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C,-2.485
CCNc1[n]c(Cl)[n]c(NC(C)(C)C)[n]1,-4.402
CCCC(C)O,-0.29600000000000004
Cc1cc(Cl)ccc1N=CN(C)C,-2.862
CC(C)Nc1[n]c(N)[n]c(Cl)[n]1,-2.7060000000000004
CC(Cl)=CC(O)=O,-0.605
[O-][N+](=O)c1ccc(CN=O)o1,-2.193
CNCC(O)C(O)C(O)C(O)CO,0.7090000000000001
CCNc1[n]c(NCC(=O)OCC)[n]c(Cl)[n]1,-2.937
N#CCCN(CCO)c1ccc(cc1)N=Nc1ccc(cc1Cl)[N+]([O-])=O,-6.13
CCC(C)OC,-0.73
OC(=O)C(O)CC(O)=O,0.873
CC(=CC(=O)NC)OP(=O)(OC)OC,0.6509999999999999
CNC(=O)Oc1ccccc1C1OCCO1,-1.571
Clc1ccc(cc1)Oc1ccccc1,-4.793
Clc1cc(Cl)ccc1-c1ccc(Cl)cc1,-5.979
CCCCN(C)N=O,-0.7
Cc1cc(O)c(cc1Cl)[N+]([O-])=O,-4.39
COC(=O)c1cc(Cl)cc(N)c1Cl,-3.263
CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,-3.864
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-4.022
CSc1ccc(cc1)OP(=O)(OCCC)OCCC,-3.386
CC(Cl)C(C)Cl,-2.354
CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C,-4.8580000000000005
CC(=CC(=O)OC(C)c1ccccc1)OP(=O)(OC)OC,-2.497
O=C1C(c2ccc3ccccc3[n]2)C(=O)c2ccccc12,-6.209
CC1=CC(=O)NO1,-0.067
COP(N)(=O)SC,0.85
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
Nc1cc(ccc1Br)[N+]([O-])=O,-3.5580000000000003
CC(C)(C)S(=O)CSP(=S)(OCC)OCC,-2.4419999999999997
CCN(C)N=O,0.532
COC(=O)Nc1[nH]c2ccccc2[n]1,-3.8339999999999996
COc1ccc(cc1)C(O)(C1CC1)c1c[n]c[n]c1,-2.596
Clc1ccccc1-c1ccccc1Cl,-5.081
CCOP(=S)(Oc1ccc(cc1)C#N)c1ccccc1,-5.704
CC(C)(C)SCSP(=S)(OCC)OCC,-4.755
CCOP(=O)(SCCC)SCCC,-2.509
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
CC1(C)Cc2cccc(c2O1)[N+]([O-])=O,-3.207
CC1COCC1,0.09
CCOP(=S)(Oc1c[n]c2ccccc2[n]1)OCC,-4.132
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,-4.789
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,-4.632
Cc1cc(ccc1)NC(=O)Oc1cc(ccc1)NC(=O)OC,-4.779
CC12CCC3C(C=C(Cl)C4=CC(=O)C=CC43C)C1CCC2(OC(C)=O)C(C)=O,-4.945
FC(F)OC(F)(F)C(F)Cl,-1.516
CCC(C)N,0.185
CN1c2ccccc2Sc2ccc(CC(O)=O)cc12,-3.9419999999999997
CC(C)C1CCC(C)CC1=O,-2.492
C1COc2ccccc2OCCOCCOc2ccccc2OCCO1,-4.6930000000000005
CCCC(CO)(CC)CC,-2.419
COc1ccc(cc1)Oc1ccc(cc1)NC(=O)N(C)C,-4.156000000000001
CS(=O)(=O)c1ccc(cc1)OP(=S)(OCC)OCC,-2.638
Cc1cccc(C)c1NC(=O)c1cc(c(Cl)cc1O)S(N)(=O)=O,-3.787
